"Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages"
"00705","STANDARD","AIBONITO","PR","PRIMARY",18.14,-66.26,"NA-US-PR-AIBONITO","false",,,
"00610","STANDARD","ANASCO","PR","PRIMARY",18.28,-67.14,"NA-US-PR-ANASCO","false",,,
"00611","PO BOX","ANGELES","PR","PRIMARY",18.28,-66.79,"NA-US-PR-ANGELES","false",,,
"00612","STANDARD","ARECIBO","PR","PRIMARY",18.45,-66.73,"NA-US-PR-ARECIBO","false",,,
"00601","STANDARD","ADJUNTAS","PR","PRIMARY",18.16,-66.72,"NA-US-PR-ADJUNTAS","false",,,
"00631","PO BOX","CASTANER","PR","PRIMARY",18.19,-66.82,"NA-US-PR-CASTANER","false",,,
"00602","STANDARD","AGUADA","PR","PRIMARY",18.38,-67.18,"NA-US-PR-AGUADA","false",,,
"00603","STANDARD","AGUADILLA","PR","PRIMARY",18.43,-67.15,"NA-US-PR-AGUADILLA","false",,,
"00604","PO BOX","AGUADILLA","PR","PRIMARY",18.43,-67.15,"NA-US-PR-AGUADILLA","false",,,
"00605","PO BOX","AGUADILLA","PR","PRIMARY",18.43,-67.15,"NA-US-PR-AGUADILLA","false",,,
"00703","STANDARD","AGUAS BUENAS","PR","PRIMARY",18.25,-66.10,"NA-US-PR-AGUAS BUENAS","false",,,
"00704","STANDARD","AGUIRRE","PR","PRIMARY",17.96,-66.22,"NA-US-PR-AGUIRRE","false",,,
"07675","STANDARD","WESTWOOD","NJ","PRIMARY",40.98,-74.03,"NA-US-NJ-WESTWOOD","false",13245,24083,1089095041
"07677","STANDARD","WOODCLIFF LAKE","NJ","PRIMARY",41.02,-74.05,"NA-US-NJ-WOODCLIFF LAKE","false",2945,5471,325436960
"07885","STANDARD","WHARTON","NJ","PRIMARY",40.89,-74.58,"NA-US-NJ-WHARTON","false",5273,8999,240827990
"07981","STANDARD","WHIPPANY","NJ","PRIMARY",40.82,-74.41,"NA-US-NJ-WHIPPANY","false",4585,8057,292096795
"07999","STANDARD","WHIPPANY","NJ","PRIMARY",40.82,-74.41,"NA-US-NJ-WHIPPANY","false",,,
"08888","PO BOX","WHITEHOUSE","NJ","PRIMARY",40.62,-74.76,"NA-US-NJ-WHITEHOUSE","false",,,
"08889","STANDARD","WHITEHOUSE STATION","NJ","PRIMARY",40.60,-74.76,"NA-US-NJ-WHITEHOUSE STATION","false",4691,8570,401312434
"07095","STANDARD","WOODBRIDGE","NJ","PRIMARY",40.55,-74.28,"NA-US-NJ-WOODBRIDGE","false",10018,17272,528315021
"07481","STANDARD","WYCKOFF","NJ","PRIMARY",40.99,-74.16,"NA-US-NJ-WYCKOFF","false",8079,15208,896273759
"10451","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",19434,31477,471446942
"10452","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",33517,56277,723508523
"10453","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",34152,57691,699611756
"10454","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",13139,22387,273119576
"10455","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",14914,25139,325274189
"10456","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",34793,58750,732907466
"10457","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",29023,48779,614273091
"10458","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",29920,50085,693447254
"10459","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",17977,30434,414021653
"10460","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",23466,39507,531807385
"10461","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",21862,35421,839765651
"10462","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",35620,57854,1197519842
"10463","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",31592,50313,1284853119
"10464","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",2131,3381,108256016
"10465","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",18686,30798,817052868
"10466","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",29153,47658,924776075
"10467","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",39540,64907,1114305720
"10468","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",34706,55824,840612915
"10469","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",28964,47625,1017556583
"10470","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",7000,10880,260963512
"10471","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",9876,15606,623827705
"10472","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",26025,43761,630416228
"10473","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",26122,42812,817850845
"10474","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",4369,7377,97578251
"10475","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",21124,31659,740068715
"10499","UNIQUE","BRONX","NY","PRIMARY",40.84,-73.87,"NA-US-NY-BRONX","false",,,
"10001","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",12534,16553,1031960117
"10002","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",45236,70604,1394042364
"10003","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",28817,36569,
"10004","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",1967,2909,333623384
"10005","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",4697,6293,791578339
"10006","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",2236,2849,240075649
"10007","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",3551,5396,1143186856
"10008","PO BOX","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",550,732,27103411
"10009","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",31275,42731,1572036810
"10010","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",17401,22785,2084544435
"10011","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",30434,38784,1264531973
"10012","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",13415,17738,1529644615
"10013","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",15981,24199,450956340
"10014","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",19374,24292,
"10016","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",31673,40683,1412438620
"10017","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",15803,19975,1685441363
"10018","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",4416,5928,810026753
"10019","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",24515,31889,
"10020","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",1134,1926,207363546
"10021","STANDARD","NEW YORK","NY","PRIMARY",40.77,-73.95,"NA-US-NY-NEW YORK","false",29820,42627,1022024689
"10022","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",20815,29014,731534552
"10023","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",34334,48044,1270483799
"10024","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",31925,47261,1108944328
"10025","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",47778,70190,1675737238
"10026","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",16054,24221,647150670
"10027","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",25372,37948,918919244
"10028","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",25557,36525,964357485
"10029","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",31490,48403,1050141146
"10030","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",11541,17771,345769267
"10031","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",26900,40901,718068721
"10032","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",29755,45758,754754912
"10033","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",30134,45474,881087274
"10034","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,"NA-US-NY-NEW YORK","false",20855,32614,604187876
"00613","PO BOX","ARECIBO","PR","PRIMARY",18.45,-66.73,"NA-US-PR-ARECIBO","false",,,
"00614","PO BOX","ARECIBO","PR","PRIMARY",18.45,-66.73,"NA-US-PR-ARECIBO","false",,,
"00714","STANDARD","ARROYO","PR","PRIMARY",17.97,-66.06,"NA-US-PR-ARROYO","false",,,
"00616","STANDARD","BAJADERO","PR","PRIMARY",18.40,-66.66,"NA-US-PR-BAJADERO","false",,,
"00617","STANDARD","BARCELONETA","PR","PRIMARY",18.45,-66.53,"NA-US-PR-BARCELONETA","false",,,
"00794","STANDARD","BARRANQUITAS","PR","PRIMARY",18.18,-66.30,"NA-US-PR-BARRANQUITAS","false",,,
"00622","STANDARD","BOQUERON","PR","PRIMARY",17.99,-67.15,"NA-US-PR-BOQUERON","false",,,
"00623","STANDARD","CABO ROJO","PR","PRIMARY",18.08,-67.14,"NA-US-PR-CABO ROJO","false",,,
"00627","STANDARD","CAMUY","PR","PRIMARY",18.48,-66.84,"NA-US-PR-CAMUY","false",,,
"00729","STANDARD","CANOVANAS","PR","PRIMARY",18.37,-65.90,"NA-US-PR-CANOVANAS","false",,,
"00979","STANDARD","CAROLINA","PR","PRIMARY",18.40,-65.98,"NA-US-PR-CAROLINA","false",,,
"00981","PO BOX","CAROLINA","PR","PRIMARY",18.40,-65.98,"NA-US-PR-CAROLINA","false",,,
"00982","STANDARD","CAROLINA","PR","PRIMARY",18.40,-65.98,"NA-US-PR-CAROLINA","false",,,
"00983","STANDARD","CAROLINA","PR","PRIMARY",18.40,-65.98,"NA-US-PR-CAROLINA","false",,,
"00984","PO BOX","CAROLINA","PR","PRIMARY",18.40,-65.98,"NA-US-PR-CAROLINA","false",,,
"00985","STANDARD","CAROLINA","PR","PRIMARY",18.40,-65.98,"NA-US-PR-CAROLINA","false",,,
"00986","PO BOX","CAROLINA","PR","PRIMARY",18.40,-65.98,"NA-US-PR-CAROLINA","false",,,
"00987","STANDARD","CAROLINA","PR","PRIMARY",18.40,-65.98,"NA-US-PR-CAROLINA","false",,,
"00988","PO BOX","CAROLINA","PR","PRIMARY",18.40,-65.98,"NA-US-PR-CAROLINA","false",,,
"00736","STANDARD","CAYEY","PR","PRIMARY",18.11,-66.16,"NA-US-PR-CAYEY","false",,,
"00739","STANDARD","CIDRA","PR","PRIMARY",18.17,-66.15,"NA-US-PR-CIDRA","false",,,
"00769","STANDARD","COAMO","PR","PRIMARY",18.08,-66.36,"NA-US-PR-COAMO","false",,,
"00782","STANDARD","COMERIO","PR","PRIMARY",18.22,-66.22,"NA-US-PR-COMERIO","false",,,
"00783","STANDARD","COROZAL","PR","PRIMARY",18.34,-66.31,"NA-US-PR-COROZAL","false",,,
"09848","MILITARY","APO","AE","PRIMARY",,,,"false",,,
"10200","STANDARD","NEW YORK","NY","PRIMARY",40.77,73.95,"NA-US-NY-NEW YORK","false",,,
"09323","MILITARY","APO","AE","PRIMARY",-44.25,33.53,"ME-IQ","false",,,
"00659","STANDARD","HATILLO","PR","PRIMARY",18.48,-66.82,"NA-US-PR-HATILLO","false",,,
"00660","STANDARD","HORMIGUEROS","PR","PRIMARY",18.14,-67.12,"NA-US-PR-HORMIGUEROS","false",,,
"00791","STANDARD","HUMACAO","PR","PRIMARY",18.15,-65.81,"NA-US-PR-HUMACAO","false",,,
"00792","PO BOX","HUMACAO","PR","PRIMARY",18.15,-65.81,"NA-US-PR-HUMACAO","false",,,
"00662","STANDARD","ISABELA","PR","PRIMARY",18.50,-67.02,"NA-US-PR-ISABELA","false",,,
"00664","STANDARD","JAYUYA","PR","PRIMARY",18.22,-66.59,"NA-US-PR-JAYUYA","false",,,
"00795","STANDARD","JUANA DIAZ","PR","PRIMARY",18.05,-66.50,"NA-US-PR-JUANA DIAZ","false",,,
"00777","STANDARD","JUNCOS","PR","PRIMARY",18.22,-65.91,"NA-US-PR-JUNCOS","false",,,
"00728","STANDARD","PONCE","PR","PRIMARY",17.98,-66.60,"NA-US-PR-PONCE","false",,,
"00725","STANDARD","CAGUAS","PR","PRIMARY",18.23,-66.03,"NA-US-PR-CAGUAS","false",,,
"00726","PO BOX","CAGUAS","PR","PRIMARY",18.23,-66.03,"NA-US-PR-CAGUAS","false",,,
"00727","STANDARD","CAGUAS","PR","PRIMARY",18.23,-66.03,"NA-US-PR-CAGUAS","false",,,
"00737","PO BOX","CAYEY","PR","PRIMARY",18.11,-66.16,"NA-US-PR-CAYEY","false",,,
"00735","STANDARD","CEIBA","PR","PRIMARY",18.26,-65.64,"NA-US-PR-CEIBA","false",,,
"00742","PO BOX","ROOSEVELT ROADS","PR","PRIMARY",18.27,-65.65,"NA-US-PR-ROOSEVELT ROADS","false",,,
"00638","STANDARD","CIALES","PR","PRIMARY",18.33,-66.47,"NA-US-PR-CIALES","false",,,
"00780","STANDARD","COTO LAUREL","PR","PRIMARY",18.09,-66.57,"NA-US-PR-COTO LAUREL","false",,,
"00775","PO BOX","CULEBRA","PR","PRIMARY",18.31,-65.30,"NA-US-PR-CULEBRA","false",,,
"00646","STANDARD","DORADO","PR","PRIMARY",18.47,-66.27,"NA-US-PR-DORADO","false",,,
"00647","STANDARD","ENSENADA","PR","PRIMARY",17.96,-66.94,"NA-US-PR-ENSENADA","false",,,
"00738","STANDARD","FAJARDO","PR","PRIMARY",18.33,-65.65,"NA-US-PR-FAJARDO","false",,,
"00650","STANDARD","FLORIDA","PR","PRIMARY",18.36,-66.56,"NA-US-PR-FLORIDA","false",,,
"00652","STANDARD","GARROCHALES","PR","PRIMARY",18.45,-66.60,"NA-US-PR-GARROCHALES","false",,,
"00653","STANDARD","GUANICA","PR","PRIMARY",17.97,-66.93,"NA-US-PR-GUANICA","false",,,
"00784","STANDARD","GUAYAMA","PR","PRIMARY",17.97,-66.11,"NA-US-PR-GUAYAMA","false",,,
"00785","PO BOX","GUAYAMA","PR","PRIMARY",17.97,-66.11,"NA-US-PR-GUAYAMA","false",,,
"00656","STANDARD","GUAYANILLA","PR","PRIMARY",18.02,-66.79,"NA-US-PR-GUAYANILLA","false",,,
"00965","STANDARD","GUAYNABO","PR","PRIMARY",18.38,-66.11,"NA-US-PR-GUAYNABO","false",,,
"00966","STANDARD","GUAYNABO","PR","PRIMARY",18.38,-66.11,"NA-US-PR-GUAYNABO","false",,,
"00968","STANDARD","GUAYNABO","PR","PRIMARY",18.38,-66.11,"NA-US-PR-GUAYNABO","false",,,
"00969","STANDARD","GUAYNABO","PR","PRIMARY",18.38,-66.11,"NA-US-PR-GUAYNABO","false",,,
"00970","PO BOX","GUAYNABO","PR","PRIMARY",18.38,-66.11,"NA-US-PR-GUAYNABO","false",,,
"00971","STANDARD","GUAYNABO","PR","PRIMARY",18.38,-66.11,"NA-US-PR-GUAYNABO","false",,,
"00778","STANDARD","GURABO","PR","PRIMARY",18.25,-65.97,"NA-US-PR-GURABO","false",,,
"00667","STANDARD","LAJAS","PR","PRIMARY",18.04,-67.06,"NA-US-PR-LAJAS","false",,,
"00786","PO BOX","LA PLATA","PR","PRIMARY",18.16,-66.23,"NA-US-PR-LA PLATA","false",,,
"00669","STANDARD","LARES","PR","PRIMARY",18.29,-66.88,"NA-US-PR-LARES","false",,,
"00670","STANDARD","LAS MARIAS","PR","PRIMARY",18.27,-67.06,"NA-US-PR-LAS MARIAS","false",,,
"00771","STANDARD","LAS PIEDRAS","PR","PRIMARY",18.18,-65.86,"NA-US-PR-LAS PIEDRAS","false",,,
"00931","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00933","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00934","STANDARD","FORT BUCHANAN","PR","PRIMARY",18.41,-66.11,"NA-US-PR-FORT BUCHANAN","false",,,
"00935","UNIQUE","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00936","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00772","STANDARD","LOIZA","PR","PRIMARY",18.43,-65.88,"NA-US-PR-LOIZA","false",,,
"00773","STANDARD","LUQUILLO","PR","PRIMARY",18.37,-65.71,"NA-US-PR-LUQUILLO","false",,,
"00674","STANDARD","MANATI","PR","PRIMARY",18.43,-66.48,"NA-US-PR-MANATI","false",,,
"00606","STANDARD","MARICAO","PR","PRIMARY",18.18,-66.98,"NA-US-PR-MARICAO","false",,,
"00707","STANDARD","MAUNABO","PR","PRIMARY",18.00,-65.90,"NA-US-PR-MAUNABO","false",,,
"00636","PO BOX","ROSARIO","PR","PRIMARY",18.15,-67.06,"NA-US-PR-ROSARIO","false",,,
"00680","STANDARD","MAYAGUEZ","PR","PRIMARY",18.20,-67.14,"NA-US-PR-MAYAGUEZ","false",,,
"00681","PO BOX","MAYAGUEZ","PR","PRIMARY",18.20,-67.14,"NA-US-PR-MAYAGUEZ","false",,,
"00682","STANDARD","MAYAGUEZ","PR","PRIMARY",18.20,-67.14,"NA-US-PR-MAYAGUEZ","false",,,
"00715","STANDARD","MERCEDITA","PR","PRIMARY",18.00,-66.56,"NA-US-PR-MERCEDITA","false",,,
"00676","STANDARD","MOCA","PR","PRIMARY",18.39,-67.11,"NA-US-PR-MOCA","false",,,
"00687","STANDARD","MOROVIS","PR","PRIMARY",18.32,-66.40,"NA-US-PR-MOROVIS","false",,,
"00718","STANDARD","NAGUABO","PR","PRIMARY",18.21,-65.73,"NA-US-PR-NAGUABO","false",,,
"00719","STANDARD","NARANJITO","PR","PRIMARY",18.30,-66.24,"NA-US-PR-NARANJITO","false",,,
"00720","STANDARD","OROCOVIS","PR","PRIMARY",18.22,-66.39,"NA-US-PR-OROCOVIS","false",,,
"00723","STANDARD","PATILLAS","PR","PRIMARY",18.00,-66.01,"NA-US-PR-PATILLAS","false",,,
"00624","STANDARD","PENUELAS","PR","PRIMARY",18.06,-66.72,"NA-US-PR-PENUELAS","false",,,
"00716","STANDARD","PONCE","PR","PRIMARY",17.98,-66.60,"NA-US-PR-PONCE","false",,,
"00717","STANDARD","PONCE","PR","PRIMARY",17.98,-66.60,"NA-US-PR-PONCE","false",,,
"00730","STANDARD","PONCE","PR","PRIMARY",17.98,-66.60,"NA-US-PR-PONCE","false",,,
"00731","STANDARD","PONCE","PR","PRIMARY",17.98,-66.60,"NA-US-PR-PONCE","false",,,
"00732","PO BOX","PONCE","PR","PRIMARY",17.98,-66.60,"NA-US-PR-PONCE","false",,,
"00733","PO BOX","PONCE","PR","PRIMARY",17.98,-66.60,"NA-US-PR-PONCE","false",,,
"00734","PO BOX","PONCE","PR","PRIMARY",17.98,-66.60,"NA-US-PR-PONCE","false",,,
"00740","STANDARD","PUERTO REAL","PR","PRIMARY",18.33,-65.63,"NA-US-PR-PUERTO REAL","false",,,
"00741","STANDARD","PUNTA SANTIAGO","PR","PRIMARY",18.15,-65.76,"NA-US-PR-PUNTA SANTIAGO","false",,,
"00678","STANDARD","QUEBRADILLAS","PR","PRIMARY",18.47,-66.93,"NA-US-PR-QUEBRADILLAS","false",,,
"00677","STANDARD","RINCON","PR","PRIMARY",18.34,-67.25,"NA-US-PR-RINCON","false",,,
"00744","PO BOX","RIO BLANCO","PR","PRIMARY",18.22,-65.79,"NA-US-PR-RIO BLANCO","false",,,
"00721","PO BOX","PALMER","PR","PRIMARY",18.37,-65.77,"NA-US-PR-PALMER","false",,,
"00745","STANDARD","RIO GRANDE","PR","PRIMARY",18.38,-65.83,"NA-US-PR-RIO GRANDE","false",,,
"00637","STANDARD","SABANA GRANDE","PR","PRIMARY",18.08,-66.96,"NA-US-PR-SABANA GRANDE","false",,,
"00688","STANDARD","SABANA HOYOS","PR","PRIMARY",18.38,-66.62,"NA-US-PR-SABANA HOYOS","false",,,
"00952","STANDARD","SABANA SECA","PR","PRIMARY",18.42,-66.19,"NA-US-PR-SABANA SECA","false",,,
"00751","STANDARD","SALINAS","PR","PRIMARY",17.97,-66.29,"NA-US-PR-SALINAS","false",,,
"00690","STANDARD","SAN ANTONIO","PR","PRIMARY",18.49,-67.09,"NA-US-PR-SAN ANTONIO","false",,,
"00683","STANDARD","SAN GERMAN","PR","PRIMARY",18.08,-67.04,"NA-US-PR-SAN GERMAN","false",,,
"00901","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00902","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00906","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00907","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00908","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00909","STANDARD","SAN JUAN","PR","PRIMARY",18.44,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00910","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00911","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00912","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00913","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00914","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00915","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00916","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00917","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00918","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00919","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00920","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00921","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00922","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00923","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00924","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00925","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00926","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00927","STANDARD","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00928","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00929","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00930","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00937","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00939","UNIQUE","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00940","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00955","PO BOX","SAN JUAN","PR","PRIMARY",18.40,-66.06,"NA-US-PR-SAN JUAN","false",,,
"00956","STANDARD","BAYAMON","PR","PRIMARY",18.28,-66.13,"NA-US-PR-BAYAMON","false",,,
"00957","STANDARD","BAYAMON","PR","PRIMARY",18.28,-66.13,"NA-US-PR-BAYAMON","false",,,
"00958","PO BOX","BAYAMON","PR","PRIMARY",18.28,-66.13,"NA-US-PR-BAYAMON","false",,,
"00959","STANDARD","BAYAMON","PR","PRIMARY",18.28,-66.13,"NA-US-PR-BAYAMON","false",,,
"00801","PO BOX","ST THOMAS","VI","PRIMARY",18.35,-64.93,"NA-US-VI-ST THOMAS","false",,,
"00802","STANDARD","ST THOMAS","VI","PRIMARY",18.35,-64.93,"NA-US-VI-ST THOMAS","false",,,
"00803","PO BOX","ST THOMAS","VI","PRIMARY",18.35,-64.93,"NA-US-VI-ST THOMAS","false",,,
"00804","PO BOX","ST THOMAS","VI","PRIMARY",18.35,-64.93,"NA-US-VI-ST THOMAS","false",,,
"00805","PO BOX","ST THOMAS","VI","PRIMARY",18.34,-64.93,"NA-US-VI-ST THOMAS","false",,,
"00820","STANDARD","CHRISTIANSTED","VI","PRIMARY",17.74,-64.70,"NA-US-VI-CHRISTIANSTED","false",,,
"00821","PO BOX","CHRISTIANSTED","VI","PRIMARY",17.74,-64.70,"NA-US-VI-CHRISTIANSTED","false",,,
"00822","PO BOX","CHRISTIANSTED","VI","PRIMARY",17.74,-64.70,"NA-US-VI-CHRISTIANSTED","false",,,
"00823","PO BOX","CHRISTIANSTED","VI","PRIMARY",17.74,-64.70,"NA-US-VI-CHRISTIANSTED","false",,,
"00824","PO BOX","CHRISTIANSTED","VI","PRIMARY",17.74,-64.70,"NA-US-VI-CHRISTIANSTED","false",,,
"00830","STANDARD","ST JOHN","VI","PRIMARY",18.33,-64.79,"NA-US-VI-ST JOHN","false",,,
